iter	RMSE
215	0.001076374521
216	0.001055235473
217	0.001034518049
218	0.001014209246
219	0.0009943101117
220	0.0009748069117
221	0.0009556889634
222	0.00093694894
223	0.000918585317
224	0.0009005903462
225	0.0008829526412
226	0.0008656694845
227	0.000848728257
228	0.0008321239335
229	0.0008158540594
230	0.0007999054283
231	0.0007842790391
232	0.0007689616699
233	0.0007539531128
234	0.0007392432631
235	0.0007248287136
236	0.0007107001799
237	0.000696855104
238	0.0006832864863
239	0.000669993445
240	0.0006569662978
241	0.0006442012964
242	0.0006316844349
243	0.0006194251093
244	0.0006074112156
245	0.0005956367649
246	0.0005841000888
247	0.0005728001882
248	0.0005617226672
249	0.0005508757905
250	0.0005402445485
251	0.0005298259299
252	0.0005196208365
253	0.0005096269914
254	0.0004998317244
255	0.0004902284309
256	0.0004808243193
257	0.000471613741
258	0.0004625894292
259	0.000453755334
260	0.0004450931699
261	0.0004407183256
262	0.0004363823676
263	0.0004320897368
264	0.0004278395346
265	0.00042362633
266	0.0004194617404
267	0.0004153386457
268	0.0004092990658
269	0.0004052755711
270	0.0003975528876
271	0.0003936465332
272	0.0003897805048
273	0.0003859492605
274	0.0003821594121
275	0.0003784057527
276	0.0003746883923
277	0.0003710072146
278	0.0003673648425
279	0.0003637593335
280	0.0003601880776
281	0.0003566521298
282	0.0003531476888
283	0.000349684924
284	0.0003462569529
285	0.0003428580224
286	0.0003394977533
287	0.0003361709761
288	0.0003328716125
289	0.000329607856
290	0.0003263768558
291	0.0003231802707
292	0.0003200111016
293	0.0003168760837
294	0.0003137708394
295	0.0003106953848
296	0.0003076523283
297	0.0003046337836
298	0.0003016500805
299	0.0002986962231
300	0.0002957687675
301	0.0002928732778
302	0.0002900085618
303	0.0002871679851
304	0.0002843592328
305	0.0002815769599
306	0.000278820336
307	0.0002760921929
308	0.0002733861237
309	0.0002707110281
310	0.0002680645861
311	0.0002654412522
312	0.0002628453805
313	0.0002602781134
314	0.0002577326308
315	0.0002552153418
316	0.0002527213284
317	0.0002502539388
318	0.0002478112739
319	0.0002453942149
320	0.0002429993969
321	0.0002406281112
322	0.0002382816295
323	0.0002359538539
324	0.0002336517939
325	0.000231375088
326	0.000229117161
327	0.0002268842771
328	0.0002246725627
329	0.0002224809744
330	0.0002203172116
331	0.0002181721205
332	0.0002160502
333	0.0002139483609
334	0.0002118642628
335	0.0002098051693
336	0.0002077671718
337	0.0002057477949
338	0.0002037490518
339	0.0002017691421
340	0.0001998062028
341	0.000197865191
342	0.00019594671
343	0.0001940486351
344	0.0001921629959
345	0.0001903010172
346	0.0001884546397
347	0.000186629084
348	0.0001848221819
349	0.0001830336741
350	0.0001804056764
351	0.0001769998159
352	0.0001752864628
353	0.0001735949738
354	0.0001719160722
355	0.0001702553951
356	0.0001686123197
357	0.0001669857904
358	0.000165377986
359	0.0001637856542
360	0.0001622033915
361	0.0001606432625
362	0.000159097476
363	0.0001575671977
364	0.0001560530878
365	0.0001545519337
366	0.0001530676609
367	0.0001515968874
368	0.0001501385732
369	0.0001486975125
370	0.0001472728813
371	0.0001458581808
372	0.0001444591195
373	0.0001417567636
374	0.0001404007275
375	0.0001390555783
376	0.0001377298711
377	0.0001364147871
378	0.0001351116516
379	0.0001338197882
380	0.0001325456386
381	0.0001312802969
382	0.0001300314526
383	0.000128794813
384	0.0001275714233
385	0.0001263593474
386	0.0001251609663
387	0.0001239736577
388	0.0001227994216
389	0.0001216389279
390	0.0001204890345
391	0.0001193502976
392	0.0001182233447
393	0.0001171069084
394	0.0001159990216
395	0.0001149071088
396	0.0001138259075
397	0.0001127567046
398	0.0001116994286
399	0.0001106514157
400	0.0001096114777
401	0.0001085816287
402	0.0001075642711
403	0.0001065596812
404	0.0001055615533
405	0.0001045738801
406	0.0001035965977
407	0.0001016914572
408	0.0001007483702
409	9.981314913e-05
410	9.888549038e-05
411	9.796765464e-05
412	9.705841963e-05
413	9.615932849e-05
414	9.5271918e-05
415	9.439293155e-05
416	9.352594465e-05
417	9.266537818e-05
418	9.181394579e-05
419	9.096956533e-05
420	9.013452544e-05
421	8.930968048e-05
422	8.849229409e-05
423	8.768602051e-05
424	8.688439839e-05
425	8.608913942e-05
426	8.530774075e-05
427	8.453283748e-05
428	8.376254843e-05
429	8.225629861e-05
430	8.151245263e-05
431	8.077563964e-05
432	8.005043655e-05
433	7.932900693e-05
434	7.861589663e-05
435	7.79115899e-05
436	7.721218605e-05
437	7.652410824e-05
438	7.58429312e-05
439	7.51706642e-05
440	7.450224956e-05
441	7.384113955e-05
442	7.318659291e-05
443	7.253952179e-05
444	7.189965396e-05
445	7.126651205e-05
446	7.063908425e-05
447	6.940897807e-05
448	6.880540168e-05
449	6.820476573e-05
450	6.761156841e-05
451	6.702168916e-05
452	6.644089929e-05
453	6.586709981e-05
454	6.530219897e-05
455	6.474258839e-05
456	6.418851624e-05
457	6.363895606e-05
458	6.309537213e-05
459	6.255823863e-05
460	6.202671749e-05
461	6.149967977e-05
462	6.097843128e-05
463	6.046312452e-05
464	5.995314585e-05
465	5.89125394e-05
466	5.842341721e-05
467	5.793668987e-05
468	5.745418136e-05
469	5.698152177e-05
470	5.651320761e-05
471	5.605033681e-05
472	5.558877565e-05
473	5.513650042e-05
474	5.469100959e-05
475	5.42468004e-05
476	5.380548568e-05
477	5.336967405e-05
478	5.293900377e-05
479	5.207974979e-05
480	5.166658079e-05
481	5.125435932e-05
482	5.084848904e-05
483	5.044783753e-05
484	5.004958594e-05
485	4.966123799e-05
486	4.886646789e-05
487	4.848790414e-05
488	4.811610382e-05
489	4.77465927e-05
490	4.73810422e-05
491	4.70215214e-05
492	4.666928648e-05
493	4.631857469e-05
494	4.597062011e-05
495	4.562677447e-05
496	4.528898717e-05
497	4.495773388e-05
498	4.462318321e-05
499	4.429563979e-05
500	4.359051204e-05
501	4.327128168e-05
502	4.261884595e-05
503	4.23154625e-05
504	4.200337262e-05
505	4.170644204e-05
506	4.141372721e-05
507	4.112424409e-05
508	4.083932151e-05
509	4.055763015e-05
510	3.993421634e-05
511	3.966191684e-05
512	3.939144319e-05
513	3.912600877e-05
514	3.886420799e-05
515	3.86007757e-05
516	3.834652751e-05
517	3.808919726e-05
518	3.783786649e-05
519	3.758670131e-05
520	3.70323591e-05
521	3.679479931e-05
522	3.656039168e-05
523	3.63307704e-05
524	3.609455996e-05
525	3.586175747e-05
526	3.563745826e-05
527	3.512871481e-05
528	3.491708899e-05
529	3.470374423e-05
530	3.449021609e-05
531	3.427852452e-05
532	3.407523366e-05
533	3.360091108e-05
534	3.340585467e-05
535	3.295930847e-05
536	3.252606886e-05
537	3.234170236e-05
538	3.215809718e-05
539	3.197921031e-05
540	3.180246355e-05
541	3.1628365e-05
542	3.144848629e-05
543	3.127898351e-05
544	3.111325339e-05
545	3.094094602e-05
546	3.05378812e-05
547	3.037988656e-05
548	3.000745475e-05
549	2.985087006e-05
550	2.970067015e-05
551	2.955266152e-05
552	2.940410435e-05
553	2.925330914e-05
554	2.910378655e-05
555	2.887366678e-05
556	2.852311274e-05
557	2.818421351e-05
558	2.804695319e-05
559	2.79132843e-05
560	2.760888014e-05
561	2.737791923e-05
562	2.707345485e-05
563	2.694749326e-05
564	2.674252588e-05
565	2.646197528e-05
566	2.625407556e-05
567	2.599337613e-05
568	2.573478106e-05
569	2.554252081e-05
570	2.536876906e-05
571	2.511223163e-05
572	2.493257591e-05
573	2.469364235e-05
574	2.449307915e-05
575	2.433623338e-05
576	2.410411235e-05
577	2.395469762e-05
578	2.380460084e-05
579	2.359832663e-05
580	2.34392734e-05
581	2.324608525e-05
582	2.310195254e-05
583	2.290136999e-05
584	2.276424995e-05
585	2.257314401e-05
586	2.245319914e-05
587	2.228410599e-05
588	2.216147703e-05
589	2.199808506e-05
590	2.187767485e-05
591	2.172196917e-05
592	2.160147473e-05
593	2.14590309e-05
594	2.133337915e-05
595	2.120815227e-05
596	2.106169796e-05
597	2.088533124e-05
598	2.077194262e-05
599	2.062368129e-05
600	2.04775486e-05
601	2.034130773e-05
602	2.020161223e-05
603	2.007180339e-05
604	1.997859224e-05
605	1.98683086e-05
606	1.976367972e-05
607	1.964121128e-05
608	1.9553998e-05
609	1.941807513e-05
610	1.929994323e-05
611	1.918598334e-05
612	1.91441535e-05
613	1.90935456e-05
614	1.898658717e-05
615	1.887991993e-05
616	1.884536458e-05
617	1.876246198e-05
618	1.8706508e-05
619	1.866290049e-05
620	1.856544873e-05
621	1.852389965e-05
622	1.848331637e-05
623	1.841849409e-05
624	1.837937194e-05
625	1.828020266e-05
626	1.823310692e-05
627	1.819661043e-05
628	1.811946208e-05
629	1.807089856e-05
630	1.800195368e-05
631	1.796851381e-05
632	1.789508275e-05
633	1.779536287e-05
634	1.775668285e-05
635	1.77315045e-05
636	1.768600653e-05
637	1.758053477e-05
638	1.755670925e-05
639	1.75272858e-05
640	1.748457249e-05
641	1.737829657e-05
642	1.73472989e-05
643	1.727401298e-05
644	1.72406661e-05
645	1.714524727e-05
646	1.70734591e-05
647	1.704510999e-05
648	1.698045501e-05
649	1.692646709e-05
650	1.685839396e-05
651	1.679662993e-05
652	1.67615916e-05
653	1.669735007e-05
654	1.66687255e-05
655	1.661063375e-05
656	1.65832145e-05
657	1.652596232e-05
658	1.646315318e-05
659	1.637432582e-05
660	1.629330231e-05
661	1.627026648e-05
662	1.619217445e-05
663	1.613955867e-05
664	1.608479144e-05
665	1.604022757e-05
666	1.596372514e-05
667	1.594253789e-05
668	1.590231082e-05
669	1.587268239e-05
670	1.581353755e-05
671	1.57902148e-05
672	1.575958763e-05
673	1.571164793e-05
674	1.568747792e-05
675	1.56527123e-05
676	1.558668326e-05
677	1.552561117e-05
678	1.547065582e-05
679	1.541259662e-05
680	1.536463323e-05
681	1.530931545e-05
682	1.527916208e-05
683	1.523422198e-05
684	1.519915523e-05
685	1.512787133e-05
686	1.51087527e-05
687	1.503824892e-05
688	1.497986355e-05
689	1.491356219e-05
690	1.485128076e-05
691	1.479353513e-05
692	1.472875822e-05
693	1.467128545e-05
694	1.464595711e-05
695	1.458243123e-05
696	1.453776563e-05
697	1.451217738e-05
698	1.444670773e-05
699	1.440301271e-05
700	1.435867954e-05
701	1.430858523e-05
702	1.427290688e-05
703	1.42430406e-05
704	1.420735355e-05
705	1.417229534e-05
706	1.414044539e-05
707	1.410763027e-05
708	1.404477012e-05
709	1.39920808e-05
710	1.395505848e-05
711	1.391445256e-05
712	1.384548595e-05
713	1.379323082e-05
714	1.37683124e-05
715	1.373812556e-05
716	1.371453471e-05
717	1.367693315e-05
718	1.363476027e-05
719	1.360024519e-05
720	1.354616235e-05
721	1.351022368e-05
722	1.348584164e-05
723	1.345048496e-05
724	1.34170871e-05
725	1.33715292e-05
726	1.331692419e-05
727	1.328763534e-05
728	1.326512189e-05
729	1.323051612e-05
730	1.316797469e-05
731	1.314001822e-05
732	1.306979609e-05
733	1.303533434e-05
734	1.298514695e-05
735	1.292732868e-05
736	1.28957006e-05
737	1.286991784e-05
738	1.28139204e-05
739	1.278298977e-05
740	1.275296518e-05
741	1.269523859e-05
742	1.265129226e-05
743	1.258982482e-05
744	1.253926351e-05
745	1.248057358e-05
746	1.243640773e-05
747	1.239960818e-05
748	1.234878572e-05
749	1.230764326e-05
750	1.225235589e-05
751	1.220861777e-05
752	1.216997781e-05
753	1.21269797e-05
754	1.206823667e-05
755	1.202093039e-05
756	1.198558112e-05
757	1.195301566e-05
758	1.191123067e-05
759	1.186792546e-05
760	1.183717588e-05
761	1.180159484e-05
762	1.177607372e-05
763	1.172416003e-05
764	1.167494004e-05
765	1.163313798e-05
766	1.158787566e-05
767	1.15562533e-05
768	1.151758306e-05
769	1.147892589e-05
770	1.143343504e-05
771	1.140620666e-05
772	1.135592366e-05
773	1.131293103e-05
774	1.127681396e-05
775	1.123605405e-05
776	1.120422893e-05
777	1.116244248e-05
778	1.11261291e-05
779	1.109114796e-05
780	1.105858448e-05
781	1.102019068e-05
782	1.099097228e-05
783	1.095278708e-05
784	1.090973887e-05
785	1.087562144e-05
786	1.085317158e-05
787	1.081274487e-05
788	1.077063721e-05
789	1.074781689e-05
790	1.071763109e-05
791	1.069330083e-05
792	1.066965454e-05
793	1.063169758e-05
794	1.060256797e-05
795	1.058364377e-05
796	1.055272083e-05
797	1.052115919e-05
798	1.049695124e-05
799	1.046852176e-05
800	1.044211181e-05
801	1.042328988e-05
802	1.039116235e-05
803	1.034776193e-05
804	1.031797915e-05
805	1.02893767e-05
806	1.025330628e-05
807	1.023443389e-05
808	1.020429079e-05
809	1.017661813e-05
810	1.016333019e-05
811	1.012494456e-05
812	1.00939661e-05
813	1.005724023e-05
814	1.00301621e-05
815	9.994358942e-06
816	9.978703175e-06
817	9.944248134e-06
818	9.916582067e-06
819	9.883615446e-06
820	9.854482675e-06
821	9.822287655e-06
822	9.794899481e-06
823	9.767622125e-06
824	9.751529833e-06
825	9.721972344e-06
826	9.691665892e-06
827	9.668936444e-06
828	9.65927133e-06
829	9.629130123e-06
830	9.59809049e-06
831	9.57703216e-06
832	9.551369657e-06
833	9.530334014e-06
834	9.503409932e-06
835	9.484813454e-06
836	9.469409335e-06
837	9.44450422e-06
838	9.418807176e-06
839	9.403909824e-06
840	9.390016462e-06
841	9.373324498e-06
842	9.353726478e-06
843	9.343296504e-06
844	9.314320041e-06
845	9.290350502e-06
846	9.260765575e-06
847	9.243059771e-06
848	9.237116956e-06
849	9.206448444e-06
850	9.19122884e-06
851	9.171055962e-06
852	9.146576966e-06
853	9.123001428e-06
854	9.113027042e-06
855	9.103372741e-06
856	9.078785992e-06
857	9.047810341e-06
858	9.022322285e-06
859	9.001004449e-06
860	8.99365405e-06
861	8.974088909e-06
862	8.965979785e-06
863	8.961100232e-06
864	8.955260945e-06
865	8.927666917e-06
866	8.900403992e-06
867	8.877476489e-06
868	8.871544777e-06
869	8.849232542e-06
870	8.828807361e-06
871	8.806832371e-06
872	8.784751111e-06
873	8.778132649e-06
874	8.76921236e-06
875	8.751799396e-06
876	8.733553132e-06
877	8.72698003e-06
878	8.69643724e-06
879	8.675457301e-06
880	8.658786865e-06
881	8.63828749e-06
882	8.614558264e-06
883	8.593676695e-06
884	8.576960933e-06
885	8.558031907e-06
886	8.551721864e-06
887	8.545594076e-06
888	8.538907578e-06
889	8.523910652e-06
890	8.498506241e-06
891	8.492728105e-06
892	8.473846362e-06
893	8.451186053e-06
894	8.434785042e-06
895	8.411387442e-06
896	8.395446782e-06
897	8.380228661e-06
898	8.358078136e-06
899	8.336982828e-06
900	8.321520483e-06
901	8.310648307e-06
902	8.284723704e-06
903	8.262954834e-06
904	8.243220207e-06
905	8.219217244e-06
906	8.211845883e-06
907	8.191672882e-06
908	8.175010679e-06
909	8.157059565e-06
910	8.145860735e-06
911	8.125175863e-06
912	8.107709842e-06
913	8.09375781e-06
914	8.073864124e-06
915	8.068448882e-06
916	8.050422046e-06
917	8.031343281e-06
918	8.021224754e-06
919	8.01568126e-06
920	7.995784372e-06
921	7.974941684e-06
922	7.968742803e-06
923	7.959245762e-06
924	7.941202351e-06
925	7.924759139e-06
926	7.907054563e-06
927	7.89447331e-06
928	7.870181941e-06
929	7.854950196e-06
930	7.833301993e-06
931	7.810560616e-06
932	7.791608624e-06
933	7.769760461e-06
934	7.758746643e-06
935	7.739822377e-06
936	7.722315863e-06
937	7.699435752e-06
938	7.679901653e-06
939	7.665871975e-06
940	7.644829947e-06
941	7.627711275e-06
942	7.618962849e-06
943	7.598501907e-06
944	7.579586288e-06
945	7.561521017e-06
946	7.548160993e-06
947	7.536460602e-06
948	7.518382725e-06
949	7.50297466e-06
950	7.485122391e-06
951	7.465018153e-06
952	7.450120166e-06
953	7.435955386e-06
954	7.419451721e-06
955	7.404220128e-06
956	7.39693032e-06
957	7.378726485e-06
958	7.366330437e-06
959	7.362533445e-06
960	7.349105923e-06
961	7.34360532e-06
962	7.332572356e-06
963	7.316215939e-06
964	7.301232878e-06
965	7.282715354e-06
966	7.266377866e-06
967	7.253967394e-06
968	7.238654768e-06
969	7.22359905e-06
970	7.208741327e-06
971	7.194053978e-06
972	7.179341589e-06
973	7.161095996e-06
974	7.14082888e-06
975	7.13431261e-06
976	7.12029895e-06
977	7.101459148e-06
978	7.091953476e-06
979	7.079358475e-06
980	7.063939771e-06
981	7.051672101e-06
982	7.035128173e-06
983	7.030374268e-06
984	7.015571298e-06
985	7.001968938e-06
986	6.987587581e-06
987	6.975391685e-06
988	6.964268145e-06
989	6.957222372e-06
990	6.951311055e-06
991	6.930484268e-06
992	6.918608e-06
993	6.912615239e-06
994	6.895802658e-06
995	6.89250741e-06
996	6.886757759e-06
997	6.883470726e-06
998	6.86566904e-06
999	6.84776346e-06
